MIC,Company,Address,City,State
YGE,CENTRAL MARINE FIBERGLASS LTD,PO BOX 145,WINSLOE,PE
YGF,TAMARACK LAKE ELECTRIC BOAT,207 BAYSHORE DRIVE RR#3,BRECHIN,ON
YGG,LONG BEACH BOAT BUILDING LTD,346 LONG BEACH ROAD,PORT MERIEN,NS
YGH,H20 RECREATION INC,2025 CUNARD,LAVAL,QC
YGI,X-TREME MARINE INC,2441 LINCOLN ROAD RTE 102,LINCOLN,NB
YGJ,NORDIC BOAT,115 TURGEON STREET,SHERBROOKE,QC
YGK,EXCEDO CANADA INC,19 OAKHILL POINT LANE,TANTALON,NS
YGL,EAGLE BOATS,,,
YGM,AMSTEL METAL PRODUCTS LTD,798 FAIRVIEW ROAD UNIT 1,VICTORIA,BC
YGN,TREUN BOATS,99 NEW ROAD RR#1,MERIGOMISH ARDNESS,NS
YGO,WILDWOOD ALUMINUM JET BOATS,6 SYLVAIRE CLOSE,SYLVAN LAKE,AB
YGP,MOJESA INC,3 GEANGES LN SITE 4 BOX 74,APPLETON,NL
YGQ,WILDI INTERNATIONAL INC,3270 ELLENDALE SUITE 108,MONTREAL,QC
YGR,1647056 ONTARIO LTD,PO BOX 656,NOBLETON,ON
YGS,STARSHIP YACHTS INC,9584 HAMPDEN ROAD,SIDNEY,BC
YGT,NAUTIC & ART,310 PARC INDUSTRIEL,WINDSOR,QC
YGU,VOILIERS BARAKA INC,451 RANG SAINT LOUIS,NOTRE DAME DU MONT CAR,QC
YGV,ATELIER BRISSON GAGNE INC,398 ROUTE 138,LES ESCOUMINS,QC
YGW,VORTEX MARINE,311 JARVIS GLEN COURT,JARVIS BAY,
YGX,SEA SONIC BOAT COMPANY LTD,15351 MIDDLE BENCH ROAD,OYAMA,BC
YGY,ELEMENT YACHTS INC,9580 17TH SIDE ROAD,ERIN,ON
YGZ,ADMIRAL DRIVE SYSTEMS INC,531 ADMIRAL DRIVE,LONDON,ON
YHA,EMBARCATIONS GORDON PARENT,551 RG STEAGATHE,STE BEATRIX,QC
YHB,ROCKLAND HARBOR BOATYARD,P.O. BOX 934,ROCKPORT,ME
YHC,REVOLUTION YACHTS,3790 OSLO,BROSSARD,QC
YHD,ODIN MARINE,5 FALK AVENUE,OTTAWA,ON
YHE,VECTOR POWERBOATS INC,1810 KYLE COURT,WESTBANK,BC
YHF,PRECOURT SYSTEMS,540 LUCIEN THIBODEAU,PORTNEUF,QC
YHG,TRAK KAYAKS,2966 MAIN ST #105,AIRDRIE,AB
YHH,HUMBER BOATS,1718-66 BROADWAY AVENUE,TORNOTO,ON
YHI,VREDBAND IMPORTS INC,1855 A INDUSTRIAL BLVD,LAVAL,QC
YHJ,DRIFTWOOD HAND CRAFTED BOATS,239 EAST MARGAREE ROAD,BELLE COTE,NS
YHK,PIRATE MARINE MFG & SALES,BOX 182,DEWBERRY,AB
YHL,SEABRIGHT MARINE LTD,11 UMLAH ROAD,SEABRIGHT,NS
YHN,NEW WAVE DOCKS LTD.,990 Exeter McKinnley Rd.,100 Mile House,BC
YHO,ELECTRA CANADA INC,1 YONGE STREET,TORONTO,ON
YHP,1521002 ONTARIO INC,5432 ANTREX CRES,MISSISSAUGA,ON
YHQ,TRAILCRAFT AMERICA,UNIT # 1 940 VICTORIA RD,NANAIMO,BC
YHR,CLEARCRAFT INC,24-399 FOUR VALLEY DRIVE,CONCORD,ON
YHS,LES PONTONS ARMADA INC.,375 BOULEVARD LABBE NORD,VICTORIAVILLE,PQ
YHT,BOUDREAU'S BOAT BUILDING,1360 HIGHWAY 308,TUSKET,NS
YHU,MOUNTAIN TOPS INTL INC,28 MILL STREET,AURORA,ON
YHV,INTERCONN DEVELOPMENT LTD,2600 JOHN STREET UNIT 103,MARKHAM,ON
YHW,NORTH ISLAND CUSTOM FABRICATE,2391 COUSINS AVENUE,COURTENAY,BC
YHX,FIREFISH INDUSTRIES,9 ELKIN CLOSE,RED DEER,AB
YHY,BLUE ROCK TIMBER FRAMERS,160 BLUENOSE DR,LUNENBURG,NS
YHZ,SMART EQUIPMENTS,8320 GARDEN CITY ROAD,RICHMOND,BC
YIA,INTERCEPT,2000 JASMINE CRES SUITE 1011,OTTAWA,ON
YIB,BARRETT MARKETING GROUP LTD,PO BOX 9060,WOODSTOCK,NB
YIC,ARROW INDUSTRIES LTD,15835 LOGIE ROAD,SUMMERLAND,BC
YID,KASZEB APM FIBERGLASS,50 PEARWOOD COURT,KITCHENER,ON
YIE,ATLAS ENERGY LTD,2786 UNIT C BARNET HWY,COQUITLAM,BC
YIF,RAW TIDE INC,2190 RENE-LAENNEC BLVD,LAVAL,QC
YIG,HARWOOD WATER CRAFT,1005 DELIA ROAD,PORT SYDNEY,ON
YIH,L2 BOATS INC./BATEAUX L2 INC,7800 TRANS CANADA HWY,POINTE-CLAIRE,QC
YII,POWER LINE MARINE,"RR #3, COUNTRY ROAD 10 N",HANOVER,ON
YIJ,RED LAKE CANOE CO,46 BELLBROOK CRESCENT,DARTMOUTH,NS
YIK,TRANSOM BOATWORKS,280 HERMAN'S ISLAND ROAD,MAHONE BAY,NS
YIL,GESTION AQUASENS INC,2159 DE BACCARAT,LAVAL,QC
YIM,C & D REPAIR CENTER,61 COPELAND CREEK DRIVE,PENETANGUISHENE,ON
YIN,QUEENSBORO MARINE EQUIPMENT LTD,3810 KENWOOD GATE,SCOTCH CREEK,BC
YIO,SEA PRIDE BOAT WORKS LTD,PO BOX 100,CLARK'S HARBOR,NS
YIP,HAULIN NASS RACEBOATS,13217 BLUNDELL ROAD,RICHMOND,BC
YIQ,INDUSTRIES SOUDAY INC,SORTIE 185 AUTORITE 20 CP 479,ST-CYRILLE-DE-WENDOVER,QC
YIR,NORDIC MARINE,1571 1ERE RUE EST,AMOS,QC
YIS,REFF SEA & LAND INC,10432 GOUIN BLVD,ROXBORO,QC
YIT,QUEBEC EAU SOLEIL,201 COROT NOS 40R ILE SOUERS,MONTREAL,QC
YIV,SEAMOR MARINE,2569 KENWORTH RD SUITE E,NANAIMO,BC
YIW,OCEAN MASTER CSTM ALUM BTWKS,BOX 9 2095 MINE ROAD,PORT MCNEILL,BC
YIX,DANAAN BOATYARD,28-1000 SOUTHDALE ROAD,EAST LONDON,ON
YIY,AGILE MARINE LTD,7912 71ST AVENUE NW,CALGARY,AB
YJA,FLEX POWER SPORTS,811 WHITEMONT FR NE,CALGARY,AB
YJB,BOSUN SAUVAGE & TOWING,102-900 JERVIS ST,VANCOUVER,BC
YJC,JENSEN CANOES,308 78TH AVE N,MINNEAPOLIS,MN
YJD,ENDURANCE MARINE PRODUCTS LTD,210-19138 26TH AVE,SURREY,BC
YJE,BRACEWELL BOATWORKS LTD,185-6831 GRAYBAR RD,RICHMOND,BC
YJF,SEA-TEC FABRICATORS LTD,170-6831 GRAYBAR RD,RICHMOND,BC
YJG,LES ACIERS J.P. INC,15 3 E AVE EST,LA REINE,QC
YJH,1741906 ONTARIO INC,5432 ANTREX CRES,MISSISSAUGA,ON
YJI,BCCAT ADVENTURES LTD,12335 ROCKY CREEK RD # 41,LADYSMITH,BC
YJJ,GOREHAM'S MARINE 2000 INC,PO BOX 181,WOOD'S HARBOR,NS
YJK,NORTH LAKE PRODUCTS INC,267 172ND STREET,SURREY,BC
YJL,PERFORMANCE BOAT MANUFACTURE,4635 WADHAM RD,COWICHAN CAY,BC
YJM,SKEETER MARINE LTD,311 JARVIS GLENN COURT,JARVIS BAY,AB
YJN,RETRO BOATS LTD,66 GREGG COURT,KITCHENER,ON
YJO,TECHNIK AL 13,3111 3RD STREET,GRAND-MERE,QC
YJP,RUBBER DUCK INFLATABLE BOATS,5134 CORDOVA BAY ROAD,VICTORIA,BC
YJQ,EZ CAT INC,249 BAY SHORE DRIVE,CHURCHILL,ON
YJR,PIONEER BOAT WORKS,BOX 880,UCLUELET,BC
YJS,HIWAY HOUSEBOATS,5051 53 ST,SYLVAN LAKE,AB
YJT,AARMM ENTERPRISES INC,2113 34TH ST,VERNON,BC
YJU,HOVERCRAFT ONTARIO,R.R. #1,MOUNT ELFIN,ON
YJV,FIBRE DE VERRE SHERBROOKE INC,4385 RUE ROBITALLE,SHERBROOKE,QC
YJW,MAELSTROMIKAYAK,"276, 36 E AVE",LACHINE,QC
YJX,IT CREATIONS,6301 NORTHCREST #7LM,MONTREAL,QC
YJY,ECOBOAT,370 104TH RUE,ST GEORGE DE CHAMPLAIN,QC
YJZ,GUN METAL FABRICATION LTD,11332 92A ST,GRANDE PRAIRIE,AB
YKB,LES FIBRES DE VERDE RIOUX,10 RANG 4 QUEST,SAINNT-FRANCOISE,QC
YKC,HOLLAND ALUMINUM BOATS,4303 DALI ST,FREEMONT,CA
YKD,L & M MARINE INC,947 CAITHNESS CRESCENT,PORT MOODY,BC
YKE,CLASSIC BOAT RESTORATIONS,2645 WARMISTER SIDE RD RR 2,ORILLIA,ON
YKF,RE INVENTIONS LTD,4106 BRUNSWICK AVE,POWELL RIVER,BC
YKG,SYLVANA YACHTS,184 COMMERCIAL PLACE,PENTICTON,BC
YKH,NORTH LAKES YACHTING,1 PORT STREET EAST,MISSISSAUGA,ON
YKI,CASTAWAY VENTURES LTD,BOX 39,FARMINGTON,BC
YKJ,SAILVANCOUVER PRODUCTIONS INC,8458 SUNSET DRIVE,DELTA,BC
YKK,BAILEY BOATS,9732 106 ST,WESTLOCK,AB
YKL,DOUCETTE'S BOAT BUILDING LTD,4834 UNION RD,ST. LOUIS,PE
YKM,DELSYK INDUSTRIES INC,1100-B RIVERSIDE RD,ABBOTSFORD,BC
YKN,FABRICATION AND DESIGN SERVICES,36 RALLIS LINE,MILLBROOK,ON
YKO,MACTAQUAC MARINE INC,119 HOLYOKE LANE,KESWICK RIDGE,NB
YKP,CLAUDE DURETTE,15600 BL BRCANOUR,BECANCOUR,PQ
YKQ,PAKAP IMPORTS CORP,1555 W 7TH AVE,VANCOUVER,BC
YKR,MARLON RECREATIONAL PRODUCTS,7984 VENTURE PLACE,CHILLIWACK,BC
YKS,MILCRAFT MARINE,206-101 TSATSU SHORES DRV,DELTA,BC
YKT,3D INDUSTRIES,"BAY 6, 600 TONGUE CK RD",HIGH RIVER,AB
YKU,PACIFICPANGA,23 CARLY LANE,VICTORIA,BC
YKV,ENERPLACE,3200 WHARTON WAY,MISSISSAUGA,ON
YKW,HOLLAND MARINE PRODUCTS,3008 DUNDAS ST W,TORONTO,ON
YKX,ACTION BAY INC,218 DU BOSQUET,PINCOURT,PQ
YKY,BEAR RIVER PLASTIC WELDING LTD,231 SPINAKER DR,CORNWALLIS,NS
YKZ,THINK KAYAK INC,845 HUNTINGDON CRESCENT,NORTH VANCOUVER,BC
YLA,"YANKEE LAMINATES, INC",PO BOX 324,ROWAYTON,CT
YLB,INTERMOUNTAIN SPECIALTIES LTD,"BOX 1510, 707 DOUGLAS FIR RD",SPARWOOD,BC
YLC,INUKSHUK MARINE INC,BOX 28092 RPO NORTH KILDONAN,WINNIPEG,MB
YLD,KICAN MARINE LTD,2852 MILLSTREAM RD,VICTORIA,BC
YLE,ALUBASE INC,3252 MARCONI,MASCOUCHE,QC
YLF,JAMEY WHITE,PO BOX 952,BONAVISTA,NF
YLG,SPORT TARDIF INC,428 RUE PRINCIPAL,VALLEE-JONCTION,QC
YLH,CRAIG'S CUSTOM WELDING,"473 HIGH ST, PO BOX 565",MACTIER,ON
YLI,COASTLINE ADVENTURES INC,"99 HARRY'S HARBOUR RD, PB 295",KING'S POINT,NL
YLJ,LB WELDING/FABRICATION,8102 HIGHLAND PLACE,VERNON,BC
YLK,INFINYTE MARINE INC,#3 1350 INDUSTRIAL RD,KELOWNA,BC
YLL,ATELIER NAUTIQUE RICHELIEU,161 CHEMIN DES PATRIOTES,ST-CHARLES-SUR-RICHELIEU,QC
YLM,BAYVIEW BOATS BY SCOTT,2877 HWY 11,NORTH ORO STATION,ON
YLN,HOLIDAY MARINE,46014 FIFTH AVE,CHILLIWACK,BC
YLO,PINESTRIP INC,12823 ROUTE 8,SMITH CROSSING,NB
YLP,EQUINOX FIRE AND RESCUE,945 THOMAS AVE,WINNIPEG,MB
YLQ,CD COMPOSITES INC,1721 ETH AVE,GRAND-MERE,PQ
YLR,BEACH MARINE,1127 BEACH BLVD,HAMILTON,ON
YLS,SEAMAX MARINE AND OUTDOOR INTL,8891 SIERPINA DRIVE,RICHMOND,BC
YLT,BUTSON BOATS LTD,"1112 JUDDHAVEN ROAD, UNIT 3",MINETT,ON
YLU,KTD ENTERPRISES,7649 WILLEY RD,WALLACETOWN,ON
YLV,SSA SUPPLIES LTD,120-15100 KNOX WAY,RICHMOND,BC
YLW,NEXT PORT BOATS,1857 SAWMILL RD SUITE 202,CONNESTOGO,ON
YLX,ZAPCO WELDING & FABRICATION,309 MILBURN DR,VICTORIA,BC
YLY,LES QUAIS PONTONS DE LA MAURICIE,500 BOULEVARD TRUDEL OUEST,SAINT BONIFACE,PQ
YLZ,2TINGA INC,23 PEQUEGNAT AVE,KITCHENER,ON
YMA,MANSELL TECHNOLOGIES,1755 GENTRY ROAD,BURNS,TN
YMB,PIPEFUSION,"1029 ASPDIN RD, RR#1",HUNTSVILLE,ON
YMC,DELTA STAR INDUSTRIES INC,1923 MARKLE AVENUE,ELKHART,IN
YMD,RHINOKORE COMPOSITES,4114 CROZIER RD,ARMSTRONG,BC
YME,DISTRIBUTION AQUAKNOX,8259 RUE ST DENIS,MONTREAL,PQ
YMF,YOUNG MOON FIBERGLASS,520 IHI IHI AVENUE,WAHIAWA,HI
YMG,CLEAR WATER DESIGN POWER BOATS,"1959 C.R. 15, R.R.2",PICTON,ON
YMH,SEADOG MARINE CORPORATION,POBOX 1045,BAY ROBERTS,NF
YMI,"BOAT LINE DISTRIBUTING, INC.",44 CHEMIN DU MOULIN,NOTRE DAME DE L'ILE PE,PQ
YMJ,NOVA CRAFT BOATS,RR #1 22799 KINTYRE LINE,RODNEY,ON
YMK,NESTINGLITE DINGHIES,PO BOX 19021 RPO 16,DELTA,BC
YML,"YACHT MASTERS, LTD",2791 WEST ROAD,TRENTON,MI
YMM,MAHONE BAY BOATWORKS,PO BOX 146 788 MAIN STREET,MAHONE BAY,NS
YMN,BARRON'S STEEL BOATS INC,BOX 755-32 INDUSTRIAL RD,VICTORIA HARBOUR,ON
YMO,WINFAIR INTERNATIONAL INC,4307 VILLAGE CNTR CT STE 100,MISSISSAUGA,ON
YMP,TIDELINE WELDED ALUMINUM BOATS LTD,3501 PLANT RD,ROBERTS CREEK,BC
YMQ,CATAMARAN'S PALACE INC,882 ROUTE 116 EST,PRICEVILLE,PQ
YMR,MAROLINA YACHTS LLC,1410 FOXTAIL LANE,PRINCE FREDERIC,MD
YMS,OPEN OCEAN ROBOTICS,2L 2276 MARKHAM STREET,VICTORIA,BC
YMT,TERN BOATWORKS,69 MADASHAK RD,MAHONE BAY,NS
YMU,ADRENALIN MARINE LTD,7811 VANTAGE WAY,DELTA,BC
YMV,AURORA RECREATIOIN,11331 94 STREET,FORT ST. JOHN,BC
YMW,BRATT JET INC,#6 ERICKSON CR,SYLVAN LAKE,AB
YMX,REFLEX ADVANCE MARINE CORP,7 INNOVATION DRIVE,DUNDAS,ON
YMY,HI-LINE ALUMINUM WELDING LTD,11831 MACHRINA WAY,RICHMOND,BC
YMZ,PEACE VALLEY WOODCRAFT,BOX 7348 PEACE RIVER,PEACE RIVER,AB
YNA,LOYALIST COVE MARINA,185 MAIN STREET PO BOX 29,BATH,ON
YNB,GRAND INTERNATIONAL IMPORT EXCHANGE INC,110 RUE DE LA CIME,ST-COLOMBAN,PQ
YNC,B & B CUSTOM AIR BOATS INC,1836 GOSPELWAY CHURCH ROAD,YADKINVILLE,NC
YND,WATER DRAGON RENTALS & RETAIL INC,3307-103 AVE,EDMONTON,AB
YNE,FLY FISHING BOATS FOR REEL,174 AYRES CRESCENT,PENTICTO,BC
YNF,THE DORY SHOP,P.O. BOX 1076 175 BLUENOSE DR,LUNENBURG,BC
YNG,MAPLE MARINE MANUFACTURING COMPANY MM,194 ECHO LAKE RD,ECHO BAY,ON
YNH,ORCA SUPPLY CORPORATION,115-11880 HAMMERSMITH WAY,RICHMOND,BC
YNI,Momemtum International Trading INC,1005 TITTLE ROAD,TUSKET,NS
YNJ,Icon Marine Services LTD,24 Mount Hope Ave,Dartmouth,NS
YNK,Westergard Boat,"2220 LAKE SHORE BLVD W, UNIT",Toronto,ON
YNL,PRO CLASSIQ INC,12 CHEMIN DE LA FUTAIE,LAC BEAUPORT,PQ
YNN,ALLPORT MARINE CORP,UNKNOWN,UNKNOWN,PQ
YNO,RISLEY MACHINING LTD,9260-109 st,grande prairie,AB
YNP,EXACT WELDING LTD,1968 ROBERTSON RD,PRINCE GEORGE,BC
YNQ,SOUDURE R G INC,1065 BOUL DU ROYAUME,CHICOUTIMI,PQ
YNR,ABODA ADVENTURES CANADA CORPORATION,5307 VICTORIA DRIVE 288,VANCOUVER,BC
YNS,HIGH COMMAND DISTRIBUTING,1111 GORHAM ST UNIT 7,NEWMARKET,ON
YNT,WOLVERINE BOATWORKS LTD,1021 MCMILLAN AVE,WINNIPEG,MB
YNU,AL-TECH 7-ILES INC,555 BOUL. LAURE EST,SEPT-IKLES,PQ
YNV,8039631 CANADA LTD,855 ABBOTT ST,SAINT-LAURENT,PQ
YNW,LES PRODUITS NAUTIQUES ROTECSA CANADA,7120 AVENUE DE LORIMIER,MONTREAL,PQ
YNX,TROPHY CUSTOM MARINE,466 MONTGOMERY PLACE,ORANGE,CA
YNY,JLONG PLASTIC PRODUCTS NORTH AMERICA INC,125 WEST 2ND AVE,VANCOUVER,BC
YNZ,"MULTIONLINE DISTRIBUTION, INC.",2330 JEAN ADAM,ST. SAUVEUR,PQ
YOA,YBL ENTERPRISES LTD,7339 HAWTHORNE TERRACE,BURNABY,BC
YOB,ALBERTA LTD,918 16 AVE NW SUITE 463,CALGARY,AB
YOC,REDLINE ENGINE PERFORMANCE INC.,RED DEER COUNTY,DANIA,AB
YOD,JACKSON MARINE INC,2945 JACOB RD,DUNCAN,BC
YOE,CLASSIC TECH MARINE,280C SUBURBAN AVENUE,DEER PARK,NY
YOF,GERRY'S MARINA,P.O. BOX 278 2791 HONEY HBR R,HONEY HARBOUR,ON
YOG,CENTRE MULTISERVICES E.D.INC.,4048 CHEMIN DU QUAI,LAC KENOGAMI,PQ
YOH,JEAN-CLAUDE PICHETTE V.C.P.,1391 ROUTE 153,ST. -TITE,PE
YOI,EFP Power Canada,2680 Places Des Grives,Laval,PQ
YOJ,DANNY DUPUIS,182 STE ALPHONSE,DRUMMOMDVILLE,PQ
YOK,RAV JET CORP,70 DEERWOOD CRES,RICHMOND HILL,ON
YOL,MYLES SAMPSON,KM 5 TELGLEN RD (P.O. BOX 5),TELAGRAPH CREEK,BC
YOM,WILDKAT WATERCRAFT INC,PO BOX 13087,SCOTTSDALE,AZ
YON,2608367 ONTARIO INC,19 MANDARIN CRES.,BRAMPTON,ON
YOO,BELLIVEAU SHIPYARD LTD,521 HWY 3,LOWER EAST PUBNICO,NS
YOP,PLASTIQUES G.L.B. INC,400 CHEMIN RACINE,BROMONT,PQ
YOQ,ALLIED MARINE AND INDUSTRIAL,118 WEST STREET,PORT COLBORNE,ON
YOR,BIONX 85346-5987 CANADA INC,455 MAGNA DR,AURORA,ON
YOS,"NEPTUNUS YACHTS INTERNATIONAL, INC",8 KEEFER RD,ST. CATHARINES,ON
YOT,YOT'S INC,PO BOX 1522,MANCHESTER,MA
YOU,CANADIAN TIRE CORPORATION LTD.,2180 YONGE ST. P.O. BOX 770,TORONTO,ON
YOV,DESIGN CATAMARAN INC,217 MILOT,TROIS RIVIERES,PQ
YOW,8039631 CANADA LTD,855 ABBOTT ST,ST. LAURENT,PQ
YOX,LES ATELIERS MARINS OCEAN ENR,1489 TERRASSE DES ORMEAUX,LONGUEUIL,PQ
YOY,JOHN ABERCROMBIE,1657 RICHARDSON ST,VICTORIA,BC
YOZ,TEMAGAMI BOAT MANUFACTURING INC,52 TEMAGAMI MARINE RD,TEMAGAMI,ON
YPA,ANFIBIO INC.,1599 DAGENAIS QUEST,LAVAL,PQ
YPB,KANE CUSTOM BOATS LTD,8 JUNIPER ROAD,CHELSEA,PQ
YPC,HINGSTON METAL FABRUCATION LTD,490 EASTCHESTER AVE,ST.CATHERINES,ON
YPD,CJE POLLOCK,973 LAKE DRIVE NORTH,KESWICK,ON
YPE,XCRAFT360 INC,2292 SALMON BAY ROAD,LAKEFIELD,ON
YPF,PIONEER FIBERGLASS,HWY 25 W,CORD,AR
YPG,OCEANAIR TECHNOLOGIES INC,328 -2075 HENRY AVE,SIDNEY,BC
YPH,BEST CHOICE MARINE,7121 GIBSON STREET,BURNABY,BC
YPI,6901191 CANADA INC,234 RUE DUFFERIN BUREAU 200,SHERBROOKE,PQ
YPJ,FORBIDDEN ALLOY PRODUCTS LTD,#5-720 30TH ST,COURTENAY,BC
YPK,FABRICATION TERRE ET EAU INC,320 BOULEVARD INDUSTRIEL,CACOUNA,PQ
YPL,AEGIR BOATS LTD,2821 WENTWORTH ROAD,COURTENAY,BC
YPM,HAROLD BOUDREAULT,3683 RUE GOUIN,SHAUINIGAN,PQ
YPN,HL ENTERPRISES INC,709 PAYNE ROAD,BIBBONS,BC
YPO,7591675 CANADA INC,1000 DE LA GAUCHETIERE QUEST,MONTREAL,PQ
YPQ,LIGHTSPEED WATERCRAFT INC,BOX 573 A1724 ALBERNI HWY,COOMBS,BC
YPR,NAVIGATION BECANCOUR,1030 SUITE 002 BOUL PRT ROYAL,BECANCOUR,PQ
YPS,PRECISION DESIGN AND MANUFACTURING,9024-100TH STREET,WESTLOCK,AB
YPT,M.B.S. -A.I.M. CANADIAN LTD,260 GUIZOT QUEST,MONTREAL,PQ
YPU,AROLINE BOAT COMPANY,1203 GREENOAKS DRIVE,MISSISSAUGA,ON
YPV,NV CATAMARANS INC,61 OLD PINE TREE ROAD,MILLER LAKE,ON
YPW,HARMONY CUSTOM WOODCRAFT,118 HARMONY BRANCH ROAD RR#,KINGSTON,NS
YPX,LARRY FITZPATRICK,7728 WILSON CRESCENT,NIAGRA FALLS,ON
YPY,AERO-NAUTICA VENTURES CORP INC,PITT MEADOWS,VANCOUVER,BC
YPZ,ALUMMAFIX & SONS,4105 6TH AVE PO BOX 254,NEW HAZELTON,BC
YQA,BATEAUX AQUASECUR DBA,27 MOQUIN,ST-CONSTANT,PQ
YQB,RAFAL DWOJAK DBA EAGLEHOSTING,2942 GLACE BAY ROAD,MISSISSAUGA,ON
YQC,KINGS BOATBUILDING LTD,BOX 1121 ST. JOHNS WITHIN,VANCOUVER,NF
YQD,BRATWARE INFORMSTION TECHNOLOGY SOLUTIONS,2337 TOWNLINE ROAD UNIT 1,ABBOTSFORD,BC
YQE,AIR RIDER HOVERCRAFT INT,32 JAMES BAY JUNCTION RD,SEQUIN,ON
YQF,SCHMIDT BOBCAT AND TRUCKING LTD,3032 1ST AVE,PORT ALBERNI,BC
YQG,RIOPEL MARINE INC,3719 DES COMMISAIRES,RAWDON,PQ
YQH,COMNPOSITE CREATIONS,29 REGINA ROAD RR #5,CLINTON,ON
YQI,JBD SALES AND SERVICES INC,6892 UPPER BIG CHUTE ROAD,COLDWATER,ON
YQJ,LES BATEAUX KRAKEN INC,1217 3E AVENUE,QUEBEC CITY,PQ
YQK,WALKER MANUFACTURING,17 STAR LAKE ROAD,SEGUIN,ON
YQL,9398-3047 QUEBEC INC.,4430 RUE RENE-EMARD,DOLLARD-DES-ORMEAUX,PQ
YQM,KAYAK SPORT AMERICA DBA,450 SOUDAN AVE,TORONTO,ON
YQN,LES CHALOUPES EN BOIS,183 DES TROIS SAULTS,QUEBEC,PQ
YQO,PEACH CANOE,147 CITADEL MEADOW CLOSE,CALGARY,AB
YQP,EMBARCATION 4 SAISONS INC,21 AVE DES CANOTIERS,MONTMAGNY,PQ
YQQ,SPEEDDEMON INC,1-3915 EDMONTON TRAIL,CALGARY,AB
YQR,FIBROTEK ADVANCED MATERIALS INC,19 RUE DES ETANGS,CLERMONT,PQ
YQS,BURRYS WELDING AND TECHNOLOGY INC,10 FIRST AVENUE,GRAFTON,NS
YQT,SEA STAR MARINE INC,104-1840 STEWART AVENUE,NANAIMO,BC
YQV,CANOT ST-ALEX DBA,762 STE-ANNE,ST-ALEXIS-DES-MONTS,PQ
YQW,Stryker Boats,7568 Buller Ave,Burnaby,BC
YQX,AQUAMARINE BOATS LTD,6-12851 BATHGATE WAY,RICHMOND,BC
YQY,RAVEN WORKS MANUFACTURING,5467 5B AVENUE,DELTA,BC
YQZ,LES QUAIS VERSATILES DES 3 FRONTIERIS,3100 RUE PRINCIPALE,BAKER-BROOK,NF
YRA,GERRY'S WELDING,PO BOX 993 STN A,CAMPBELL RIVER,BC
YRB,9214-6513 QUEBEC INC,960 FABIEN,SHERBROOKE,ON
YRC,6318703 CANADA INC (MERIDIEN MARITIME),1460 MATANE-SUR-MER,MATANE,PQ
YRD,"FLETCHER BOATS, INC.",292 WELLMAN ROAD,PORT ANGELES,WA
YRE,QUAIS TOUTES SAISONS,202 CH ETANG,QUEBEC,PQ
YRF,QUAIS NAVIGABLES,285 OUL DES RUISSEAUXB,MOC-LAURIERNT,PQ
YRG,YATCH SOLUTIONS INC.,87- 5260 MC FARREN BLVD,MISSISSAUGA,ON
YRH,LES INDUSTRIES WOLFF RAVE,2751 CHEMIN MCGILL,SAINT-JULIENNE,PQ
YRI,DANIEL BELLEY,3744 RUE ANGERS,JONQUIERE,PQ
YRJ,CAMPION MARINE INC,200 CAMPION,KELOWNA,BC
YRK,LES ENTERPRISES QUEBEC JET CREW,1359 ALLEE DU GOLF,ST- RAYMOND,PQ
YRL,INIF MARINE,204 1440 TYADAGA PARK DRIVE,BURLINGTON,ON
YRM,SCORPION PLEASURE CRAFT CORP,RR # 5 240047,OWEN SOUND,ON
YRN,SUPERIOR MOTORSPORTS AND COACHWORKS,108-3280 PLATEAU BLVD,COQUITLAM,BC
YRO,GIBOR TRADE INC,1263 OXBOW WAY,COQUITLAM,BC
YRP,MILLENIUM BOATS 07 INC,1052 DOUGLAS BLVD,DOUGLASTOWN,PQ
YRQ,PREDATOR PLASTICS INC,PO BOX 5115,DRAYTON VALLEY,AB
YRR,NORTH STAR MARINE,P O BOX 389,NORWAY HOUSE,MB
YRS,VOGT YACHTS LTD.,478 DAWSON CREEK,ARAPAHOE,NC
YRT,FIBER-WERX INTERNATIONAL INC,26 SCHENK INDUSTRIAL RD,SYLVAN LAKE,AB
YRU,LTS MARINE INC,1525 JEAN LACHAINE,STE-CATHERINE,PQ
YRV,KAYAK-ITY-YAK,20337 ANDREA AVE,SOUTH LANCASTER,ON
YRW,BIG C MARINE,57 VILL AVENUE,CHAROLLETOWN,PE
YRX,ABLE WELDLING AND FABRICATING,RR #1 SITE 5 BOX 11,WEMBLEY,AB
YRY,STYART ROBERTSON (O/A SILVERCREEK CANOE,12590 HALTON RD 25TH,ACTON,ON
YRZ,MARK LEGAULT (O/A PRESTINE CRAFTING,29 FOREST HARBOUR PARKWAY,WAUBAUSHENE,ON
YSB,SINBAD THE SAILER,4244 HIGHLAND DRIVE,PORT WASHINGTON,WI
YSC,SULLIVAN COVE SMALL BOATS,19 RIDGE ROAD,SEVERNA PARK,MD
YSD,ALL PRO COMPOSITES,158 ANDREA DRIVE,BELGRADE,MT
YSE,SHAW'S YACHT SERVICE INC,52 OYSTER RIVER ROAD,THOMASTON,ME
YSF,SPORTSMAN FABRICATION INC.,7209 HIGHWAY 90 EAST,MORGAN CITY,LA
YSG,BARRY TUPLIN,OLEARY RR3,CASCUMPEC,PE
YSH,SHIMEK INDUSTRIES LTD,BOX 268,PICTURE BUTTE,AB
